SAMPLE	rname	startpos	endpos	numreads	covbases	coverage	meandepth	meanbaseq	meanmapq
12.0.347	Contig17	1	104405	6841	48652	46.5993	8.56926	35.8	10.4
12.0.347	Contig18	1	133460	92164	91930	68.8821	89.5121	34.4	2.81
12.0.347	Contig19	1	96136	56366	75624	78.6636	82.2854	35.1	0.952
12.0.347	Contig20	1	73650	827	20280	27.5356	1.37579	35.7	9.37
12.0.347	Contig21	1	73030	3187	26164	35.8264	5.60629	35.7	10.3
12.0.347	Contig22	1	52001	133	3240	6.23065	0.20565	34.5	5.38
12.0.347	Contig23	1	70829	520	11303	15.9582	0.713535	34.5	7.37
12.0.347	Contig24	1	75409	1956	14889	19.7443	2.23441	34.8	9.89
12.0.368	Contig01	1	11008917	5657235	10157933	92.27	62.2367	34.9	55.8
12.0.368	Contig02	1	8645043	4452479	8114736	93.8658	62.6922	34.9	55.8
12.0.368	Contig03	1	1697966	652698	1322058	77.8613	44.9392	35	44.4
12.0.368	Contig04	1	796569	267526	549201	68.9458	37.1794	35.5	30.4
12.0.368	Contig05	1	60573	10018	29137	48.1023	16.6763	35.2	12.1
12.0.368	Contig06	1	6618557	3451386	6261355	94.603	63.4864	34.9	56.9
12.0.368	Contig07	1	51574	4792	19771	38.3352	9.66693	35.6	9.41
12.0.368	Contig08	1	5731635	3061827	5516974	96.2548	65.2366	34.8	57.3
12.0.368	Contig09	1	4595668	2418021	4424657	96.2789	64.4303	34.8	58.1
12.0.368	Contig10	1	1201610	1070702	982055	81.7283	105.555	35.4	40.7
12.0.368	Contig11	1	170974	35839	117893	68.9538	22.9257	35.5	22.9
12.0.368	Contig12	1	1464303	704637	1311468	89.5626	57.3909	34.9	54.7
12.0.368	Contig13	1	4077659	2096175	3794647	93.0594	62.0786	34.8	55.9
12.0.368	Contig14	1	55256	11988	42501	76.9165	25.9283	35	30.6
12.0.368	Contig15	1	72685	58333	42987	59.1415	97.9608	34.6	0.348
12.0.368	Contig16	1	77902	17499	25974	33.3419	25.9287	34.6	0.547
12.0.368	Contig17	1	104405	19779	58244	55.7866	21.4558	35.4	10.6
12.0.368	Contig18	1	133460	264812	102600	76.877	230.898	33.9	2.11
12.0.368	Contig19	1	96136	178097	82574	85.8929	226.308	34.6	0.368
12.0.368	Contig20	1	73650	3032	25642	34.816	4.48845	34.9	9.94
12.0.368	Contig21	1	73030	9095	30255	41.4282	14.0651	35.4	10.5
12.0.368	Contig22	1	52001	435	4976	9.56905	0.710082	35.6	6.16
12.0.368	Contig23	1	70829	1618	16480	23.2673	2.04834	35.3	7.66
12.0.368	Contig24	1	75409	5526	21282	28.2221	6.11399	35.6	11.4
12.0.534i	Contig01	1	11008917	6114731	10045225	91.2463	67.2054	34.7	55.9
12.0.534i	Contig02	1	8645043	4616712	7965321	92.1374	65.031	34.7	56.9
12.0.534i	Contig03	1	1697966	615188	1247172	73.4509	42.0351	34.8	47.1
12.0.534i	Contig04	1	796569	218065	489987	61.5122	29.2317	35.4	31.8
12.0.534i	Contig05	1	60573	6068	30054	49.6162	9.33393	35.1	10.9
12.0.534i	Contig06	1	6618557	3724264	6190958	93.5394	68.4496	34.7	57.1
12.0.534i	Contig07	1	51574	4410	17013	32.9876	8.96056	35.3	9.05
12.0.534i	Contig08	1	5731635	3276266	5480704	95.622	69.7564	34.6	57.3
12.0.534i	Contig09	1	4595668	2630839	4407300	95.9012	69.932	34.6	58.1
12.0.534i	Contig10	1	1201610	853690	981409	81.6745	82.9182	35.3	41.6
12.0.534i	Contig11	1	170974	35239	115779	67.7173	22.4989	35.3	25.5
12.0.534i	Contig12	1	1464303	778321	1307126	89.2661	64.0152	34.7	55.4
12.0.534i	Contig13	1	4077659	2200911	3737507	91.6582	65.2214	34.7	56.2
12.0.534i	Contig14	1	55256	12300	43111	78.0205	26.6709	34.8	30.3
12.0.534i	Contig15	1	72685	70716	43514	59.8665	118.734	34.3	0.296
12.0.534i	Contig16	1	77902	20562	27754	35.6268	30.8168	34.5	0.534
12.0.534i	Contig17	1	104405	25692	62600	59.9588	28.5287	35.3	10.2
12.0.534i	Contig18	1	133460	320049	103450	77.5139	280.833	33.8	2.07
12.0.534i	Contig19	1	96136	216411	83949	87.3232	275.222	34.4	0.438
12.0.534i	Contig20	1	73650	2856	25669	34.8527	4.41396	34.9	12.2
12.0.534i	Contig21	1	73030	6151	26408	36.1605	9.30754	35.3	11.5
12.0.534i	Contig22	1	52001	415	3421	6.57872	0.600835	35.7	6.35
12.0.534i	Contig23	1	70829	1666	14443	20.3914	2.0576	35.1	7.43
12.0.534i	Contig24	1	75409	5053	19870	26.3496	5.53374	35.5	10.7
12.0.535i	Contig01	1	11008917	1962259	9870240	89.6568	25.2715	35.3	55.1
12.0.535i	Contig02	1	8645043	1462525	7775679	89.9438	24.2492	35.3	56.3
12.0.535i	Contig03	1	1697966	200734	1150692	67.7688	16.0167	35.4	45.9
12.0.535i	Contig04	1	796569	76558	427004	53.6054	11.6871	35.6	30.6
12.0.535i	Contig05	1	60573	1862	23461	38.7318	3.41771	35.5	8.84
12.0.535i	Contig06	1	6618557	1181600	6109063	92.302	25.5045	35.2	56.4
12.0.535i	Contig07	1	51574	1609	14197	27.5274	3.57721	35.1	7.45
12.0.535i	Contig08	1	5731635	1047816	5423421	94.6226	26.1976	35.2	56.5
12.0.535i	Contig09	1	4595668	836781	4369416	95.0768	26.2082	35.3	57.7
12.0.535i	Contig10	1	1201610	277786	882565	73.4485	31.4344	35.6	40.5
12.0.535i	Contig11	1	170974	12126	104782	61.2853	8.85396	35.5	24.4
12.0.535i	Contig12	1	1464303	252587	1271255	86.8164	24.2799	35.1	54.5
12.0.535i	Contig13	1	4077659	707706	3659101	89.7353	24.5379	35.2	55.2
12.0.535i	Contig14	1	55256	4027	39130	70.8158	10.212	35	32.3
12.0.535i	Contig15	1	72685	25905	37930	52.1841	50.422	35	0.459
12.0.535i	Contig16	1	77902	7142	17866	22.9339	10.2921	33.9	1.34
12.0.535i	Contig17	1	104405	8903	53684	51.419	11.2231	35.7	10.1
12.0.535i	Contig18	1	133460	126070	92008	68.9405	122.65	34.1	2.9
12.0.535i	Contig19	1	96136	76409	76330	79.3979	112.055	35	0.891
12.0.535i	Contig20	1	73650	850	18628	25.2926	1.46982	35.4	10
12.0.535i	Contig21	1	73030	2167	22085	30.241	3.70656	35.4	9.59
12.0.535i	Contig22	1	52001	129	2201	4.23261	0.197515	35.2	3.13
12.0.535i	Contig23	1	70829	663	9658	13.6357	0.875912	34.9	7.71
12.0.535i	Contig24	1	75409	1891	15159	20.1024	2.12933	34.7	9.33
12.0.555i	Contig01	1	11008917	6124326	10206510	92.7113	67.3289	34.8	55.6
12.0.555i	Contig02	1	8645043	4800404	8023807	92.814	67.6219	34.8	56.1
12.0.555i	Contig03	1	1697966	778414	1414163	83.2857	54.135	35	42.8
12.0.555i	Contig04	1	796569	348121	582919	73.1787	49.4068	35.4	30.9
12.0.555i	Contig05	1	60573	12052	29783	49.1688	22.2798	34.9	11.6
12.0.555i	Contig06	1	6618557	3731197	6273669	94.7891	68.58	34.8	56.9
12.0.555i	Contig07	1	51574	6043	19986	38.7521	12.1387	35.5	10
12.0.555i	Contig08	1	5731635	3305142	5529024	96.465	70.4614	34.8	57.2
12.0.555i	Contig09	1	4595668	2645163	4444935	96.7201	70.2758	34.7	58.1
12.0.555i	Contig10	1	1201610	1187799	1008745	83.9495	118.08	35.3	40.8
12.0.555i	Contig11	1	170974	49012	120664	70.5745	31.864	35.3	27.6
12.0.555i	Contig12	1	1464303	763592	1319323	90.099	62.0999	34.8	54.9
12.0.555i	Contig13	1	4077659	2290279	3813817	93.5296	67.8909	34.8	55.9
12.0.555i	Contig14	1	55256	12703	42682	77.2441	27.7647	35	29.9
12.0.555i	Contig15	1	72685	92614	43202	59.4373	155.716	34.5	0.309
12.0.555i	Contig16	1	77902	27106	30630	39.3186	40.8795	34.6	0.572
12.0.555i	Contig17	1	104405	29994	68219	65.3407	33.8259	35.4	10.8
12.0.555i	Contig18	1	133460	409480	103360	77.4464	361.745	34	1.95
12.0.555i	Contig19	1	96136	283301	85186	88.6099	360.741	34.6	0.381
12.0.555i	Contig20	1	73650	3375	27898	37.8792	5.01009	35	10.6
12.0.555i	Contig21	1	73030	10129	30184	41.331	15.6769	35.4	11.4
12.0.555i	Contig22	1	52001	439	4549	8.74791	0.741178	35.4	5.33
12.0.555i	Contig23	1	70829	1707	18799	26.5414	2.19997	35.2	7.39
12.0.555i	Contig24	1	75409	5948	22098	29.3042	6.57317	35.5	11.2
12.0.642i	Contig01	1	11008917	6415101	10029761	91.1058	70.5852	34.9	55.9
12.0.642i	Contig02	1	8645043	4860866	7899757	91.379	68.5913	34.9	57
12.0.642i	Contig03	1	1697966	631696	1234199	72.6869	43.2472	35	46.9
12.0.642i	Contig04	1	796569	229467	472144	59.2722	30.7629	35.5	31.7
12.0.642i	Contig05	1	60573	6022	30122	49.7284	9.78297	35.3	9.43
12.0.642i	Contig06	1	6618557	3893249	6195577	93.6092	71.597	34.9	57.1
12.0.642i	Contig07	1	51574	4803	17671	34.2634	9.53531	35.4	8.93
12.0.642i	Contig08	1	5731635	3446929	5480088	95.6113	73.4832	34.9	57.3
12.0.642i	Contig09	1	4595668	2766550	4406815	95.8906	73.6309	34.8	58.2
12.0.642i	Contig10	1	1201610	868499	920979	76.6454	84.5182	35.4	41.3
12.0.642i	Contig11	1	170974	37153	114500	66.9692	23.7483	35.5	25.2
12.0.642i	Contig12	1	1464303	807527	1308417	89.3543	66.4457	34.9	55.3
12.0.642i	Contig13	1	4077659	2311318	3729748	91.4679	68.5605	34.9	56.2
12.0.642i	Contig14	1	55256	12713	42031	76.0659	27.5597	34.9	30.8
12.0.642i	Contig15	1	72685	81751	43226	59.4703	137.47	34.5	0.316
12.0.642i	Contig16	1	77902	24232	27636	35.4753	36.5335	34.6	0.445
12.0.642i	Contig17	1	104405	26832	63382	60.7078	29.7352	35.5	10.1
12.0.642i	Contig18	1	133460	366227	102379	76.7114	321.804	33.9	2.1
12.0.642i	Contig19	1	96136	249214	83483	86.8384	317.51	34.6	0.386
12.0.642i	Contig20	1	73650	3284	24647	33.465	5.04669	35.2	12.7
12.0.642i	Contig21	1	73030	6105	25262	34.5913	9.24767	35.5	11.3
12.0.642i	Contig22	1	52001	410	3149	6.05565	0.62293	35.6	6.99
12.0.642i	Contig23	1	70829	1827	14443	20.3914	2.31052	35.4	7.9
12.0.642i	Contig24	1	75409	5665	19412	25.7423	6.13672	35.5	11.5
12.1.014	Contig01	1	11008917	1724370	9940499	90.295	22.214	35.4	54.9
12.1.014	Contig02	1	8645043	1305422	7809927	90.3399	21.6583	35.4	56.1
12.1.014	Contig03	1	1697966	196884	1236189	72.8041	15.7805	35.5	43.8
12.1.014	Contig04	1	796569	84955	478396	60.0571	13.4852	35.6	31.8
12.1.014	Contig05	1	60573	3417	26405	43.592	5.65414	35.6	10.4
12.1.014	Contig06	1	6618557	1047953	6142198	92.8027	22.6471	35.4	56.2
12.1.014	Contig07	1	51574	1407	13971	27.0892	3.1905	35.8	7.24
12.1.014	Contig08	1	5731635	934987	5441415	94.9365	23.382	35.3	56.3
12.1.014	Contig09	1	4595668	742326	4386186	95.4418	23.2547	35.4	57.6
12.1.014	Contig10	1	1201610	343552	927891	77.2206	39.7696	35.8	40.6
12.1.014	Contig11	1	170974	12219	106561	62.3259	8.96092	35.6	23.6
12.1.014	Contig12	1	1464303	223680	1287856	87.9501	21.4499	35.3	54.1
12.1.014	Contig13	1	4077659	635558	3696575	90.6543	22.0592	35.3	55
12.1.014	Contig14	1	55256	1407	22371	40.4861	3.35185	35.4	18.8
12.1.014	Contig15	1	72685	20267	35384	48.6813	39.4582	35.1	0.408
12.1.014	Contig16	1	77902	6061	16996	21.8172	8.58122	34	1.51
12.1.014	Contig17	1	104405	11366	52753	50.5273	15.1395	35.8	12.1
12.1.014	Contig18	1	133460	101650	90887	68.1006	98.2226	34.3	2.96
12.1.014	Contig19	1	96136	61088	75160	78.1809	89.1759	35.1	0.879
12.1.014	Contig20	1	73650	870	19908	27.0305	1.46299	35.6	9.57
12.1.014	Contig21	1	73030	2277	22479	30.7805	4.02292	35.4	9.94
12.1.014	Contig22	1	52001	133	2561	4.92491	0.197227	34.5	8.25
12.1.014	Contig23	1	70829	654	10401	14.6847	0.875672	35	6.72
12.1.014	Contig24	1	75409	1969	15289	20.2748	2.18801	35.1	9
12.1.037	Contig01	1	11008917	2002802	9870288	89.6572	25.7763	35	55
12.1.037	Contig02	1	8645043	1501528	7739731	89.528	24.8931	35	56.5
12.1.037	Contig03	1	1697966	211027	1153278	67.9211	16.7413	35.1	45.9
12.1.037	Contig04	1	796569	81807	430198	54.0064	12.4954	35.4	30.8
12.1.037	Contig05	1	60573	2391	23832	39.3443	4.04849	35.3	9.46
12.1.037	Contig06	1	6618557	1228066	6113195	92.3645	26.4624	35	56.3
12.1.037	Contig07	1	51574	1717	14371	27.8648	3.80781	35.4	7.35
12.1.037	Contig08	1	5731635	1089496	5423664	94.6268	27.2289	35	56.5
12.1.037	Contig09	1	4595668	868657	4367814	95.042	27.1864	35	57.7
12.1.037	Contig10	1	1201610	296965	881412	73.3526	33.5084	35.3	40.9
12.1.037	Contig11	1	170974	12998	103710	60.6583	9.46503	35.2	24.1
12.1.037	Contig12	1	1464303	262464	1276613	87.1823	25.1453	34.9	54.4
12.1.037	Contig13	1	4077659	738671	3662199	89.8113	25.5771	34.9	55.2
12.1.037	Contig14	1	55256	4002	38855	70.3182	10.1784	34.9	31.8
12.1.037	Contig15	1	72685	26805	38606	53.1141	52.2217	34.7	0.488
12.1.037	Contig16	1	77902	6992	17156	22.0225	10.0621	33.7	1.34
12.1.037	Contig17	1	104405	9250	54636	52.3308	11.7565	35.5	10.2
12.1.037	Contig18	1	133460	124642	94455	70.774	122.901	34.1	2.66
12.1.037	Contig19	1	96136	78488	77620	80.7398	115.079	34.8	0.915
12.1.037	Contig20	1	73650	886	20751	28.1752	1.56573	35.1	10.1
12.1.037	Contig21	1	73030	2202	21190	29.0155	3.77025	35.3	9.82
12.1.037	Contig22	1	52001	148	2419	4.65183	0.214419	34	5.16
12.1.037	Contig23	1	70829	652	10931	15.4329	0.827246	34.2	8.05
12.1.037	Contig24	1	75409	2140	14383	19.0733	2.41157	34.7	8.68
12.1.078	Contig01	1	11008917	2371355	10090431	91.6569	30.4558	36.2	54.4
12.1.078	Contig02	1	8645043	1834791	7930824	91.7384	30.3022	36.2	55
12.1.078	Contig03	1	1697966	341244	1346394	79.2945	27.1588	36.5	40.1
12.1.078	Contig04	1	796569	164251	550361	69.0914	26.4427	36.6	28.3
12.1.078	Contig05	1	60573	5791	29443	48.6075	10.3207	36.4	9.08
12.1.078	Contig06	1	6618557	1426870	6225193	94.0567	30.7185	36.2	56.1
12.1.078	Contig07	1	51574	2040	15511	30.0752	4.59547	36.4	6.88
12.1.078	Contig08	1	5731635	1257687	5486282	95.7193	31.4422	36.2	56.3
12.1.078	Contig09	1	4595668	1005592	4417554	96.1243	31.4453	36.2	57.4
12.1.078	Contig10	1	1201610	649210	1005848	83.7084	74.7572	36.6	42.5
12.1.078	Contig11	1	170974	22530	115694	67.6676	16.7188	36.7	22.3
12.1.078	Contig12	1	1464303	309189	1313075	89.6724	29.5447	36.1	53.7
12.1.078	Contig13	1	4077659	859607	3745205	91.8469	29.7549	36.1	54.8
12.1.078	Contig14	1	55256	4830	40661	73.5866	12.1354	36.1	32.1
12.1.078	Contig15	1	72685	29762	39352	54.1405	58.1699	36.1	0.427
12.1.078	Contig16	1	77902	7475	17410	22.3486	11.0547	35.3	1.46
12.1.078	Contig17	1	104405	22402	61661	59.0594	29.0618	36.7	10.3
12.1.078	Contig18	1	133460	143135	94586	70.8722	140.237	35.3	3.18
12.1.078	Contig19	1	96136	85717	76723	79.8067	126.591	36.2	0.982
12.1.078	Contig20	1	73650	1122	21802	29.6022	1.89802	36.4	10.4
12.1.078	Contig21	1	73030	3828	26138	35.7908	6.58108	36.7	10.2
12.1.078	Contig22	1	52001	170	2804	5.3922	0.248168	36.1	4.74
12.1.078	Contig23	1	70829	842	12709	17.9432	1.10936	36	6.08
12.1.078	Contig24	1	75409	2405	17452	23.1431	2.68918	36	8.89
12.1.181	Contig01	1	11008917	2107225	10061666	91.3956	27.1646	36.2	54.7
12.1.181	Contig02	1	8645043	1620600	7899444	91.3754	26.8556	36.2	55.5
12.1.181	Contig03	1	1697966	274429	1330959	78.3855	21.9051	36.4	42
12.1.181	Contig04	1	796569	126477	532888	66.8979	20.2521	36.6	29.7
12.1.181	Contig05	1	60573	4598	27715	45.7547	8.79247	36.4	8.34
12.1.181	Contig06	1	6618557	1288584	6218683	93.9583	27.7733	36.1	56
12.1.181	Contig07	1	51574	1811	15103	29.2841	3.98984	36.3	6.25
12.1.181	Contig08	1	5731635	1138269	5476608	95.5505	28.4717	36.1	56.4
12.1.181	Contig09	1	4595668	907137	4414465	96.0571	28.4105	36.1	57.6
12.1.181	Contig10	1	1201610	527496	1009044	83.9743	61.0763	36.6	41.2
12.1.181	Contig11	1	170974	16993	112621	65.8702	12.5405	36.4	22.2
12.1.181	Contig12	1	1464303	274942	1305790	89.1748	26.3482	36	53.9
12.1.181	Contig13	1	4077659	775905	3745074	91.8437	26.9131	36.1	54.9
12.1.181	Contig14	1	55256	4343	39230	70.9968	10.8053	36.1	29.6
12.1.181	Contig15	1	72685	28467	37635	51.7782	55.765	36	0.419
12.1.181	Contig16	1	77902	6897	18097	23.2305	10.474	35.2	1.25
12.1.181	Contig17	1	104405	18952	62880	60.227	24.5495	36.7	10.4
12.1.181	Contig18	1	133460	133902	93273	69.8884	132.872	35.3	3.02
12.1.181	Contig19	1	96136	83500	76413	79.4843	123.859	36.1	0.927
12.1.181	Contig20	1	73650	979	20716	28.1276	1.71608	36.6	9.66
12.1.181	Contig21	1	73030	3111	24660	33.7669	5.50364	36.5	9.2
12.1.181	Contig22	1	52001	134	2781	5.34797	0.207188	35.7	5.46
12.1.181	Contig23	1	70829	761	12018	16.9676	0.955103	35.7	7.4
12.1.181	Contig24	1	75409	2081	15715	20.8397	2.38274	36	8.79
12.1.217	Contig01	1	11008917	2203048	10070938	91.4798	28.427	36.3	54.7
12.1.217	Contig02	1	8645043	1770516	8045276	93.0623	29.3276	36.3	54.5
12.1.217	Contig03	1	1697966	312759	1348348	79.4096	25.23	36.5	39.8
12.1.217	Contig04	1	796569	157187	541220	67.9439	25.9423	36.7	28.8
12.1.217	Contig05	1	60573	6146	25605	42.2713	12.6294	36.4	10.9
12.1.217	Contig06	1	6618557	1335053	6235371	94.2104	28.8498	36.3	56.1
12.1.217	Contig07	1	51574	1311	10880	21.0959	2.83189	36.6	6.13
12.1.217	Contig08	1	5731635	1178109	5492875	95.8343	29.4672	36.3	56.4
12.1.217	Contig09	1	4595668	936357	4417389	96.1207	29.3792	36.3	57.6
12.1.217	Contig10	1	1201610	696642	1081632	90.0152	82.1153	36.7	43.3
12.1.217	Contig11	1	170974	20717	88673	51.8634	15.5446	36.6	24.4
12.1.217	Contig12	1	1464303	269096	1294932	88.4333	25.5358	36.3	53.4
12.1.217	Contig13	1	4077659	800900	3738391	91.6798	27.8582	36.2	55
12.1.217	Contig14	1	55256	3680	37388	67.6632	9.54664	36.3	27.5
12.1.217	Contig15	1	72685	26977	37869	52.1002	52.9434	36.2	0.375
12.1.217	Contig16	1	77902	7063	17627	22.6271	10.7656	35.4	1.19
12.1.217	Contig17	1	104405	28415	65051	62.3064	38.1684	36.8	12.3
12.1.217	Contig18	1	133460	131011	92353	69.199	129.531	35.4	2.98
12.1.217	Contig19	1	96136	80442	76069	79.1264	119.35	36.2	0.855
12.1.217	Contig20	1	73650	1260	22029	29.9104	2.14835	36.4	9.9
12.1.217	Contig21	1	73030	3512	27256	37.3216	6.22815	36.6	10.6
12.1.217	Contig22	1	52001	134	2290	4.40376	0.220323	35.3	8.87
12.1.217	Contig23	1	70829	685	11459	16.1784	0.899293	36.2	6.75
12.1.217	Contig24	1	75409	2166	15387	20.4047	2.42608	36.2	8.82
12.1.225	Contig01	1	11008917	1978183	9909066	90.0095	25.2932	36.7	54.2
12.1.225	Contig02	1	8645043	1440155	7784026	90.0403	23.7099	36.7	55.6
12.1.225	Contig03	1	1697966	226936	1170527	68.937	17.8905	36.9	44.5
12.1.225	Contig04	1	796569	94758	430942	54.0998	14.4531	37.1	31.1
12.1.225	Contig05	1	60573	2226	24830	40.9919	4.39932	36.9	8.53
12.1.225	Contig06	1	6618557	1196951	6118537	92.4452	25.6889	36.6	55.6
12.1.225	Contig07	1	51574	1889	14750	28.5997	4.23931	37	7.62
12.1.225	Contig08	1	5731635	1042737	5430082	94.7388	25.9897	36.6	55.8
12.1.225	Contig09	1	4595668	815651	4384878	95.4133	25.4682	36.6	57.2
12.1.225	Contig10	1	1201610	342879	896035	74.5695	38.7684	37	39.7
12.1.225	Contig11	1	170974	15024	106357	62.2065	10.8555	37	24.9
12.1.225	Contig12	1	1464303	276591	1281270	87.5003	26.4207	36.5	54
12.1.225	Contig13	1	4077659	729601	3663681	89.8477	25.185	36.6	54.4
12.1.225	Contig14	1	55256	3469	34773	62.9307	8.52192	36.6	25.7
12.1.225	Contig15	1	72685	23433	37109	51.0546	45.8333	36.6	0.415
12.1.225	Contig16	1	77902	6857	16495	21.174	10.0863	35.5	1.45
12.1.225	Contig17	1	104405	11082	55189	52.8605	13.7085	37.2	10.3
12.1.225	Contig18	1	133460	115594	93328	69.9296	112.844	35.7	3.19
12.1.225	Contig19	1	96136	69087	75697	78.7395	101.762	36.6	0.776
12.1.225	Contig20	1	73650	1030	20172	27.389	1.7948	36.7	10.6
12.1.225	Contig21	1	73030	2718	22866	31.3104	4.65803	36.9	11
12.1.225	Contig22	1	52001	194	2423	4.65953	0.285745	36.8	5.42
12.1.225	Contig23	1	70829	823	10071	14.2188	1.06602	36.3	7.06
12.1.225	Contig24	1	75409	2548	14642	19.4168	2.85545	36.3	10.1
12.1.234	Contig01	1	11008917	2156799	10002153	90.855	27.8249	36.3	55
12.1.234	Contig02	1	8645043	1657429	7852098	90.8277	27.5168	36.2	55.9
12.1.234	Contig03	1	1697966	254045	1293778	76.1958	20.5169	36.4	42.7
12.1.234	Contig04	1	796569	104789	499266	62.6771	16.694	36.7	28.1
12.1.234	Contig05	1	60573	3965	27745	45.8042	8.36979	36.5	7.48
12.1.234	Contig06	1	6618557	1309139	6174638	93.2928	28.2769	36.2	56.4
12.1.234	Contig07	1	51574	2681	14811	28.718	6.22672	36.4	8.96
12.1.234	Contig08	1	5731635	1165641	5467026	95.3834	29.2154	36.2	56.6
12.1.234	Contig09	1	4595668	931537	4402213	95.7905	29.206	36.2	57.7
12.1.234	Contig10	1	1201610	476153	955056	79.4814	54.9469	36.7	41
12.1.234	Contig11	1	170974	17125	110377	64.5578	12.7648	36.6	21.3
12.1.234	Contig12	1	1464303	282207	1292679	88.2795	27.1053	36.1	54.3
12.1.234	Contig13	1	4077659	814702	3710774	91.0026	28.3113	36.2	55.2
12.1.234	Contig14	1	55256	4618	40058	72.4953	11.6959	36	32.4
12.1.234	Contig15	1	72685	27077	37555	51.6682	53.0373	36.2	0.451
12.1.234	Contig16	1	77902	6927	16814	21.5835	10.2423	35.1	1.33
12.1.234	Contig17	1	104405	13599	56433	54.052	17.754	36.7	10.1
12.1.234	Contig18	1	133460	130848	92900	69.6089	128.286	35.2	3.05
12.1.234	Contig19	1	96136	79460	76291	79.3574	117.469	36.2	0.952
12.1.234	Contig20	1	73650	936	19687	26.7305	1.64462	36.4	9.51
12.1.234	Contig21	1	73030	3317	24598	33.682	5.82274	36.4	8.38
12.1.234	Contig22	1	52001	215	2785	5.35567	0.346032	36	6.8
12.1.234	Contig23	1	70829	679	9222	13.0201	0.875559	36	6.91
12.1.234	Contig24	1	75409	2390	16523	21.9112	2.72186	36.1	9.23
12.1.241	Contig01	1	11008917	1935030	9942004	90.3086	25.0086	36.2	55.4
12.1.241	Contig02	1	8645043	1466975	7821522	90.4741	24.3976	36.2	56.5
12.1.241	Contig03	1	1697966	207891	1246087	73.387	16.6433	36.4	45.3
12.1.241	Contig04	1	796569	77436	484959	60.881	12.0088	36.7	29.9
12.1.241	Contig05	1	60573	2159	24754	40.8664	4.35806	36.4	7.49
12.1.241	Contig06	1	6618557	1181703	6142625	92.8091	25.5833	36.2	56.6
12.1.241	Contig07	1	51574	1597	14978	29.0418	3.61477	36.5	7.5
12.1.241	Contig08	1	5731635	1048160	5442580	94.9568	26.3203	36.2	56.9
12.1.241	Contig09	1	4595668	840059	4393559	95.6022	26.4035	36.2	57.9
12.1.241	Contig10	1	1201610	318110	947940	78.8892	36.2755	36.6	40.4
12.1.241	Contig11	1	170974	12732	107423	62.83	9.30343	36.5	24
12.1.241	Contig12	1	1464303	251228	1283867	87.6777	24.2343	36.1	54.9
12.1.241	Contig13	1	4077659	712023	3680222	90.2533	24.8202	36.2	55.6
12.1.241	Contig14	1	55256	3870	38675	69.9924	9.73138	36.3	30.4
12.1.241	Contig15	1	72685	24272	37459	51.5361	47.6143	36.2	0.423
12.1.241	Contig16	1	77902	5769	15834	20.3255	8.91781	35.5	1.09
12.1.241	Contig17	1	104405	10087	56236	53.8633	13.0814	36.8	10.1
12.1.241	Contig18	1	133460	115958	91863	68.8319	114.723	35.3	3.1
12.1.241	Contig19	1	96136	70440	76055	79.1119	104.608	36.2	0.858
12.1.241	Contig20	1	73650	864	18887	25.6443	1.55397	36.7	11.2
12.1.241	Contig21	1	73030	2362	22801	31.2214	4.15447	36.5	9.66
12.1.241	Contig22	1	52001	162	2375	4.56722	0.23413	35.3	5.69
12.1.241	Contig23	1	70829	490	8836	12.4751	0.623445	36	5.92
12.1.241	Contig24	1	75409	1901	14364	19.0481	2.11077	36.1	9.45
12.1.291	Contig01	1	11008917	2075112	9897950	89.9085	26.7626	36.3	55.2
12.1.291	Contig02	1	8645043	1558046	7775910	89.9465	25.8532	36.3	56.4
12.1.291	Contig03	1	1697966	217656	1172556	69.0565	17.3686	36.4	45.4
12.1.291	Contig04	1	796569	82212	434417	54.536	12.6158	36.7	29.8
12.1.291	Contig05	1	60573	2047	24379	40.2473	4.04576	36.6	8.3
12.1.291	Contig06	1	6618557	1253987	6123820	92.525	27.1207	36.2	56.5
12.1.291	Contig07	1	51574	1659	14376	27.8745	3.68069	36.7	7.74
12.1.291	Contig08	1	5731635	1113683	5428221	94.7063	27.924	36.2	56.7
12.1.291	Contig09	1	4595668	895303	4384268	95.4	28.099	36.3	57.8
12.1.291	Contig10	1	1201610	356929	893192	74.3329	40.8424	36.7	40.2
12.1.291	Contig11	1	170974	13161	106745	62.4335	9.56665	36.6	23.8
12.1.291	Contig12	1	1464303	274608	1280993	87.4814	26.431	36.2	54.7
12.1.291	Contig13	1	4077659	753213	3653603	89.6005	26.2034	36.2	55.5
12.1.291	Contig14	1	55256	4059	38950	70.4901	10.1341	36.3	29.1
12.1.291	Contig15	1	72685	26684	37371	51.415	52.3059	36.2	0.425
12.1.291	Contig16	1	77902	6591	17062	21.9019	9.90755	35.4	1.27
12.1.291	Contig17	1	104405	12420	57311	54.893	16.1245	36.8	10.5
